expression,expression_count
ahem okay next word would,2
okay next word would be,2
next word would be uh,2
word would be uh chandler,2
would be uh chandler chandler,2
be uh chandler chandler is,2
uh chandler chandler is my,2
chandler chandler is my name,2
chandler is my name and,2
is my name and uh,2
my name and uh hi,2
name and uh hi yes,2
and uh hi yes you,2
uh hi yes you said,2
hi yes you said that,2
yes you said that yes,2
you said that yes yes,2
said that yes yes i,2
that yes yes i did,2
yes yes i did but,2
yes i did but what,2
i did but what i,2
did but what i didn't,2
but what i didn't say,2
what i didn't say what,2
i didn't say what i,2
didn't say what i wanted,2
say what i wanted to,2
what i wanted to say,2
i wanted to say was,2
wanted to say was uh,2
to say was uh would,2
say was uh would you,2
was uh would you like,2
uh would you like to,4
would you like to go,2
you like to go out,2
like to go out with,2
go out with me thank,2
out with me thank you,2
with me thank you good,2
me thank you good night,2
thank you good night chandler,2
you good night chandler phoebe,2
good night chandler phoebe there,2
night chandler phoebe there he,2
chandler phoebe there he is,2
phoebe there he is ross,2
there he is ross i,2
he is ross i didn't,2
is ross i didn't know,2
ross i didn't know you,4
i didn't know you could,4
didn't know you could dance,4
know you could dance rachel,4
you could dance rachel you,4
could dance rachel you were,4
dance rachel you were in,4
rachel you were in a,4
you were in a play,4
were in a play what'd,2
in a play what'd you,2
a play what'd you think,2
play what'd you think ross,2
what'd you think ross i,2
you think ross i didn't,2
think ross i didn't know,2
were in a play come,2
in a play come on,2
a play come on it,2
play come on it wasn't,2
come on it wasn't that,2
on it wasn't that bad,2
it wasn't that bad i,2
wasn't that bad i was,2
that bad i was the,2
bad i was the lead,2
i was the lead it,2
was the lead it was,2
the lead it was better,2
lead it was better than,2
it was better than the,2
was better than the troll,2
better than the troll thing,2
than the troll thing at,2
the troll thing at least,2
troll thing at least you,2
thing at least you got,2
at least you got to,2
least you got to see,2
you got to see my,2
got to see my head,2
to see my head rachel,2
see my head rachel you're,2
my head rachel you're right,2
head rachel you're right ross,2
rachel you're right ross we,2
you're right ross we saw,2
right ross we saw your,2
ross we saw your head,2
we saw your head she,2
saw your head she said,2
your head she said yes,2
head she said yes she,2
she said yes she said,2
said yes she said yes,2
yes she said yes monica,2
she said yes monica wow,2
said yes monica wow awful,2
yes monica wow awful play,2
monica wow awful play man,2
wow awful play man whoa,2
awful play man whoa her,2
play man whoa her name's,2
man whoa her name's aurora,2
whoa her name's aurora she's,2
her name's aurora she's italian,2
name's aurora she's italian and,2
aurora she's italian and she,2
she's italian and she pronounces,2
italian and she pronounces my,2
and she pronounces my name,2
she pronounces my name chandler,2
pronounces my name chandler i,2
my name chandler i like,2
name chandler i like that,2
chandler i like that better,2
i like that better the,2
like that better the usher,2
that better the usher gave,2
better the usher gave me,2
the usher gave me this,2
usher gave me this to,2
gave me this to give,2
me this to give to,2
this to give to you,2
to give to you what,2
give to you what is,2
to you what is it,2
you what is it the,2
what is it the estelle,2
is it the estelle leonard,2
it the estelle leonard talent,2
the estelle leonard talent agency,2
estelle leonard talent agency an,2
leonard talent agency an agency,2
talent agency an agency left,2
agency an agency left me,2
an agency left me its,2
agency left me its card,2
left me its card maybe,2
me its card maybe they,2
its card maybe they wanna,2
card maybe they wanna sign,2
maybe they wanna sign me,2
they wanna sign me based,2
wanna sign me based on,2
sign me based on this,2
me based on this play,2
based on this play based,2
on this play based on,2
this play based on this,2
play based on this play,2
based on this play hey,2
on this play hey kids,2
this play hey kids ross,2
play hey kids ross hey,2
hey kids ross hey chandler,2
kids ross hey chandler no,2
ross hey chandler no because,2
hey chandler no because this,2
chandler no because this line,2
no because this line is,2
because this line is passion,2
this line is passion and,2
line is passion and this,2
is passion and this is,2
passion and this is just,2
and this is just a,2
this is just a line,2
is just a line i've,2
just a line i've been,2
a line i've been here,2
line i've been here seven,2
i've been here seven seconds,2
been here seven seconds and,2
here seven seconds and you,2
seven seconds and you haven't,2
seconds and you haven't asked,2
and you haven't asked me,2
you haven't asked me how,2
haven't asked me how my,2
asked me how my date,2
me how my date went,2
how my date went how,2
my date went how was,2
date went how was your,2
went how was your date,2
how was your date chandler,2
was your date chandler it,2
your date chandler it was,2
date chandler it was unbelievable,2
chandler it was unbelievable i've,2
it was unbelievable i've never,2
was unbelievable i've never met,2
unbelievable i've never met anyone,2
i've never met anyone like,2
never met anyone like her,2
met anyone like her she's,2
anyone like her she's had,2
like her she's had the,2
her she's had the most,2
she's had the most amazing,2
had the most amazing life,2
the most amazing life chandler,2
most amazing life chandler she,2
amazing life chandler she was,2
life chandler she was in,2
chandler she was in the,2
she was in the israeli,2
was in the israeli army,2
in the israeli army none,2
the israeli army none of,2
israeli army none of the,2
army none of the bullets,2
none of the bullets hit,2
of the bullets hit the,2
the bullets hit the engine,2
bullets hit the engine block,2
hit the engine block so,2
the engine block so we,2
engine block so we made,2
block so we made it,2
so we made it to,2
we made it to the,2
made it to the border,2
it to the border but,2
to the border but just,2
the border but just barely,2
border but just barely and,2
but just barely and i,2
just barely and i i've,2
barely and i i've been,2
and i i've been talking,2
i i've been talking about,2
i've been talking about myself,2
been talking about myself all,2
talking about myself all night,2
about myself all night long,2
myself all night long i'm,2
all night long i'm sorry,2
night long i'm sorry what,2
long i'm sorry what about,2
i'm sorry what about you,2
sorry what about you tell,2
what about you tell me,2
about you tell me your,2
you tell me your stories,2
tell me your stories all,2
me your stories all right,2
your stories all right once,2
stories all right once once,2
all right once once i,2
right once once i got,2
once once i got on,2
once i got on the,2
i got on the subway,2
got on the subway right,2
on the subway right and,2
the subway right and it,2
subway right and it was,2
right and it was at,2
and it was at night,2
it was at night and,2
was at night and i,2
at night and i rode,2
night and i rode it,2
and i rode it all,2
i rode it all the,2
rode it all the way,2
it all the way to,2
all the way to brooklyn,2
the way to brooklyn just,2
way to brooklyn just for,2
to brooklyn just for the,2
brooklyn just for the hell,2
just for the hell of,2
for the hell of it,2
the hell of it we,2
hell of it we talked,2
of it we talked till,2
it we talked till 2,2
we talked till 2 it,2
talked till 2 it was,2
till 2 it was this,2
2 it was this perfect,2
it was this perfect evening,2
was this perfect evening more,2
this perfect evening more or,2
perfect evening more or less,2
evening more or less suddenly,2
more or less suddenly we,2
or less suddenly we realized,2
less suddenly we realized we,2
suddenly we realized we were,2
we realized we were in,2
realized we were in yemen,2
we were in yemen i'm,2
were in yemen i'm sorry,2
in yemen i'm sorry so,2
yemen i'm sorry so we,2
i'm sorry so we is,2
sorry so we is we,2
so we is we is,2
